"","Output.Year","Output.Method","Output.SampleSize","Output.Value","Output.LowerCI","Output.UpperCI","Output.SD","Output.Metric","Output.Flag","Output.Species","Details.V1","Details.V2","Details.V3","Details.V4","Details.V5","Details.V6","Details.V7","Details.V8","Details.V9","Details.V10","Details.Year","Details.FvFmsy","Details.LowerFvFmsy","Details.UpperFvFmsy","Details.BvBmsy","Details.BvK","Details.LowerBvBmsy","Details.UpperBvBmsy","Details.Species"
"1",1994,"CatchMSY",432.2811333,1.03354869854243,0.729976449289913,1.68707497621938,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,0.806565316243386,0.433890867497414,1.20498856082891,1.24963005661965,0.624815028309824,0.8994421301482,1.93614672092088,"Silk snapper"
"2",1995,"CatchMSY",440.900116,1.05415597854177,0.744530992394321,1.72071250724609,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,0.813898540445879,0.426677120198411,1.25745168633302,1.27251730297877,0.636258651489386,0.89428402278313,1.94960800293289,"Silk snapper"
"3",1996,"CatchMSY",130.182739,0.311256240676047,0.219834561940285,0.508067607822659,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,0.237137942078268,0.11956097851383,0.373932114840429,1.29153489561152,0.645767447805761,0.849034784931494,1.96510640898851,"Silk snapper"
"4",1997,"CatchMSY",215.460568,0.515148528328366,0.363839937195399,0.840883639449862,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,0.362571299358826,0.188019422171661,0.569476199256047,1.38078120149989,0.690390600749944,0.864781096905118,1.88641378024148,"Silk snapper"
"5",1998,"CatchMSY",1011.978971,2.419558634088,1.70888979208346,3.94947701140937,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,1.66330570499721,0.845340766302304,2.73759156801837,1.44085551342014,0.720427756710069,0.921919608680721,1.96285757030543,"Silk snapper"
"6",1999,"CatchMSY",1275.062444,3.04856961833206,2.15314868911499,4.97621981780237,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,2.37210592246343,1.3351249567622,3.65328756621535,1.24932577331639,0.624662886658195,0.824810323276956,1.78152007825621,"Silk snapper"
"7",2000,"CatchMSY",717.5945612,1.71570967982698,1.21177421234111,2.80057521370352,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,1.69381850774492,0.931663345912553,2.46821798960635,0.99585210468927,0.497926052344635,0.640772817818283,1.48092875243997,"Silk snapper"
"8",2001,"CatchMSY",827.8213402,1.97925285856875,1.39790991559708,3.23076017028618,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,2.13645636724202,1.12531739369235,3.15210854495833,0.92777878569045,0.463889392845225,0.53110761474492,1.38630976624196,"Silk snapper"
"9",2002,"CatchMSY",227.7105434,0.544437213761371,0.384525997394503,0.888691941419637,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,0.666783575211507,0.365262113136501,1.03293940451346,0.819119203525824,0.409559601762912,0.435444361533483,1.30662639378565,"Silk snapper"
"10",2003,"CatchMSY",139.7077199,0.334029687987254,0.235919029203192,0.54524100191156,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,0.385597144436372,0.1921372611839,0.614696521832899,0.887469957783615,0.443734978891808,0.511830128798244,1.2646121938337,"Silk snapper"
"11",2004,"CatchMSY",347.4553034,0.830737103628149,0.586734347452682,1.35602297339691,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,0.846389611952359,0.388866642574923,1.37970264380954,0.972492092078736,0.486246046039368,0.584912962326771,1.39925569769985,"Silk snapper"
"12",2005,"CatchMSY",164.6566699,0.393680579076699,0.27804935720405,0.64260992686702,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,0.388939289975307,0.166956296384229,0.657469476638414,1.00712586006246,0.503562930031232,0.622586583725045,1.43687916987563,"Silk snapper"
"13",2006,"CatchMSY",91.6268163,0.21907219502159,0.154726664825307,0.357594391756862,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,0.198142758184579,0.0886086968524008,0.368114967107573,1.10431028953109,0.552155144765545,0.721958569637014,1.53530715533194,"Silk snapper"
"14",2007,"CatchMSY",564.7308677,1.35022513909485,0.953639198780313,2.20399004675999,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1.10322832477317,0.517318931773868,2.22054584471355,1.23326160916654,0.616630804583272,0.79100123577297,1.71193892512668,"Silk snapper"
"15",2008,"CatchMSY",1074.124846,2.56814431890773,1.81383313028608,4.19201535627625,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,2.1725202833767,1.07142247788096,4.39691806628111,1.17139401092121,0.585697005460606,0.773234540485187,1.60304020680749,"Silk snapper"
"16",2009,"CatchMSY",535.4739264,1.28027419450213,0.904234132303734,2.08980821057586,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1.26235651314938,0.656749103008169,2.4871938919085,0.982737108473958,0.491368554236979,0.592826902263847,1.35716027075111,"Silk snapper"
"17",2010,"CatchMSY",924.207147,2.20970340915284,1.56067290382349,3.60692759974035,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2.25527319359289,1.07879131948073,4.44661528244558,0.961610098999082,0.480805049499541,0.615138358564067,1.37375700746108,"Silk snapper"
"18",2011,"CatchMSY",571.081855,1.36540982829992,0.96436386567324,2.22877621234238,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1.64202772053372,0.800628780503995,3.54831791194716,0.821900604450261,0.410950302225131,0.513771759768088,1.22615515511128,"Silk snapper"
"19",2012,"CatchMSY",1242.403509,2.97048478611338,2.097998807308,4.84876093111014,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,3.75756464988233,1.86884898590132,8.69704102586755,0.787780270401325,0.393890135200663,0.467304913543242,1.22005057053286,"Silk snapper"
"20",2013,"CatchMSY",347.451472,0.830727943065315,0.586727877515523,1.35600802049112,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1.6024010307612,0.684953898568718,3.98293933800178,0.528324716913918,0.264162358456959,0.272415893890038,0.883049956930126,"Silk snapper"
"21",2014,"CatchMSY",952.996792,2.27853708665826,1.60928886509153,3.71928570633399,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4.33699914384275,1.78403575129544,11.9081940616588,0.534333082869887,0.267166541434944,0.241405822308665,0.938213978621484,"Silk snapper"
"22",2015,"CatchMSY",230.878328,0.552011126658284,0.389875312866059,0.901054937898144,0.272618422220374,"Catch/MSY",NA,"Silk snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1.68290054646818,0.531759272875363,6.64010244938818,0.340971751954426,0.170485875977213,0.0652955978785563,0.809287425672934,"Silk snapper"
